customer_id,first_name,last_name,phone,country,age
577,Elberta,Romagosa,595-580-9022,BG,15
578,Helyn,Bandt,214-442-0014,CN,15
579,Jackie,Stanistreet,221-556-0788,TZ,30
580,Alaster,Drepp,795-398-5612,KE,53
581,Barri,Davidovici,590-283-2857,HN,100
582,Adda,Johnsson,282-344-1782,ID,9
583,Mercedes,Garbar,716-895-9528,CN,27
584,Carrol,Gowrie,158-703-0129,CO,35
585,Karon,Cordery,323-379-4335,JO,92
586,Zarah,Godsmark,476-605-3916,IR,83
587,Livvy,Fontelles,645-437-3458,CN,71
588,Arlen,Milne,908-931-9148,CZ,70
589,Ruby,Beasleigh,726-522-1754,RU,75
590,Paola,Hessentaler,396-377-3910,CN,44
591,Madelin,Domini,333-926-0999,ID,53
592,Theodosia,Du Fray,438-764-0598,PL,50
593,Sheba,Tompkiss,369-685-7845,CN,53
594,Celestina,Maass,152-292-7439,ID,9
595,Petronia,Newby,140-361-1212,PL,21
596,Aleksandr,Johannesson,587-140-7354,JP,79
597,Seka,Symones,248-601-3573,PE,84
598,Odette,Shiril,973-128-4089,BR,70
599,Phyllys,Karolowski,242-324-3600,PE,55
600,Amalia,Winchurst,533-998-6256,PT,54
601,Carlene,Michelotti,384-923-5593,BR,49
602,Kaile,Snowdon,716-820-2381,UZ,47
603,Arlee,Jantet,378-276-8817,PH,19
604,Fletcher,Stener,637-588-9538,MX,36
605,Leonelle,Turvie,771-524-7292,PH,98
606,Angie,Rue,949-639-7133,PE,79
607,Cristy,Camin,443-883-2130,ID,18
608,Elita,Degoix,215-975-7583,BW,42
609,Lucio,Dunphy,852-433-4081,SE,21
610,Sergent,Cornford,445-939-4575,PA,24
611,Ezechiel,Packham,149-484-2320,RS,87
612,Allin,McBride,435-168-6590,PT,11
613,Netti,Cavolini,171-756-7607,CN,47
614,Tommy,Moughtin,876-987-2948,PH,21
615,Martha,McClintock,385-432-8748,GR,37
616,Marcelline,Camamill,506-375-2216,RU,94
617,Deva,Hulcoop,364-129-5724,CN,99
618,Dacey,Keggins,330-730-7403,CN,6
619,Ferdinand,Hainey,563-698-7295,DE,75
620,Bethany,Seiter,622-717-6360,NO,31
621,Quill,Benham,880-585-9128,GT,16
622,Wilek,Bligh,543-754-3681,CO,19
623,Alistair,Bowden,379-281-0172,BR,97
624,Tonya,Kierans,777-417-0530,BR,97
625,Winthrop,Klemz,281-538-4416,UA,89
626,Kessiah,Babbidge,798-943-5834,UA,36
627,Annabell,Esselin,901-764-4356,PT,82
628,Raimondo,Digwood,812-747-4801,UA,51
629,Lorant,Yeatman,218-804-6712,CR,57
630,Skippy,Willson,747-722-4227,PL,38
631,Melisa,Kempson,853-205-0820,NL,20
632,Karly,Gircke,318-834-9284,ID,43
633,Susanetta,Poone,113-581-2099,CN,55
634,Ivy,Syncke,750-124-8570,PH,100
635,Cordey,Sancho,731-195-8052,ID,56
636,Rochell,Hearfield,520-399-4247,KP,68
637,Sax,Meaders,506-202-7457,CN,69
638,Carmel,Moriarty,155-886-0096,UZ,38
639,Tann,Christescu,628-876-6645,PL,25
640,Ilyssa,Macguire,678-475-4233,RU,86
641,Elston,Cornfoot,214-995-2824,BR,25
642,Serge,Filipson,999-910-4318,MN,31
643,Wesley,Ruffles,224-941-6978,GT,28
644,Pattie,Blodget,411-175-4341,ID,20
645,Kellina,Bearns,668-550-6627,PT,45
646,Bambie,Martell,999-396-8296,CN,95
647,Phip,Kear,894-492-8750,FR,39
648,Lonee,Arons,885-995-4767,SE,47
649,Rolf,Ducroe,453-545-8184,CN,15
650,Edith,Sabathier,145-276-9229,DE,37
651,Fifi,Winning,754-756-7936,RU,38
652,Faustine,Duddin,294-785-2620,PH,91
653,Rolfe,Hatto,316-230-7750,CN,57
654,Gerald,Delong,411-375-8791,VI,34
655,Vasily,Olechnowicz,131-985-4369,UA,7
656,Allsun,Sabbin,414-395-0051,CN,77
657,Beryle,Warlaw,261-939-2444,BG,56
658,Clarette,Ennever,176-863-3523,ID,88
659,Cirstoforo,Digance,983-987-8877,ZA,90
660,Isacco,Trembley,622-463-3405,KZ,21
661,Ellery,Itscowics,672-654-6268,PT,69
662,Gus,Acres,539-420-3281,JP,64
663,Mischa,Rigolle,866-358-5079,CN,50
664,Rosanne,Backler,408-940-9092,ID,13
665,Aeriel,Breslane,367-647-0620,CN,40
666,Ignacius,Sircomb,224-932-7962,CN,6
667,Hughie,Binton,266-593-0279,RU,68
668,Stevie,Crose,490-660-7876,CN,22
669,Harriot,Hands,375-252-7813,DO,38
670,Ardis,Cabell,106-602-3572,JP,7
671,Amaleta,Du Barry,551-309-0432,GR,94
672,Bo,Rockhall,773-287-5207,US,71
673,Meghann,Mackinder,726-595-0962,GR,1
674,Hale,Seamon,700-164-3582,RU,45
675,Matilda,Tribbeck,327-597-0522,PH,9
676,Marv,Osgordby,341-179-2196,CL,53
677,Edsel,Harbron,954-673-5135,US,26
678,Yank,Sparrow,126-649-8195,ID,97
679,Carmelia,Melbourne,983-429-7699,CN,86
680,Audrye,Willgrass,739-326-2212,ID,87
681,Pauly,Winterborne,866-979-5377,AR,62
682,Ketty,Bullivent,493-795-4595,CN,59
683,Joyce,Hearfield,535-520-2725,GT,33
684,Anica,Louth,393-871-4580,CN,68
685,Tatiana,Charrette,470-444-7410,UA,86
686,Audi,Di Bartolommeo,359-900-1093,NG,52
687,Nola,Mitchell,748-763-0189,CN,85
688,Keely,Mephan,879-816-2215,RU,22
689,Rufe,Conyer,156-605-5010,CN,53
690,Laughton,Pasque,261-418-2605,UA,73
691,Rudolf,McCreagh,119-443-2655,PH,54
692,Quintin,Houston,695-546-2568,CN,61
693,Morty,Brickwood,835-441-5828,MX,68
694,Linnea,Syres,432-110-5105,PH,96
695,Irena,Ottery,329-730-7941,PT,24
696,Aldo,Edelston,229-582-8609,US,84
697,Cyrill,Shilladay,639-333-7191,TH,69
698,Krissie,Gyurko,311-223-8790,UA,29
699,Rabi,Laurentin,270-959-1031,CN,12
700,Emelda,Thorne,948-267-3484,CN,42
701,Ransom,Shemmans,285-793-1383,CW,8
702,Valene,Boichat,141-709-7542,PT,84
703,Faber,Lawleff,677-133-8516,JP,76
704,Meriel,Martinson,430-152-6919,RU,37
705,Lurlene,Strivens,269-486-5699,AR,55
706,Daren,Longmaid,976-125-4536,CN,18
707,Celestina,Nielson,734-634-4760,VN,64
708,Odilia,Ogley,374-688-3898,RU,99
709,Garvin,Gatherell,469-772-8607,SE,10
710,Milly,Sibbald,337-360-2014,BG,76
711,Zebulon,Pottie,245-254-0051,BY,57
712,Ichabod,Backler,659-201-7950,JP,86
713,Reina,Drivers,373-713-9940,PH,65
714,Fletch,Clemon,451-149-1156,ID,70
715,Marissa,Ramstead,668-298-1442,CN,42
716,Guilbert,Geerits,526-996-9870,RU,30
717,Shirl,Yoselevitch,649-679-6054,CN,48
718,Bartholemy,De Witt,413-446-1203,PH,22
719,Sybille,Brion,562-315-5719,US,36
720,Dana,Needham,884-818-2573,CN,70
721,Faustine,Chalker,504-584-7176,NG,5
722,Sheela,Royson,598-178-0636,PT,77
723,Graehme,Esmond,575-257-1431,NZ,59
724,Creighton,Lisciandri,459-594-8947,UA,91
725,Faun,Browne,215-318-2983,PH,2
726,Meryl,Keeley,211-139-4177,SE,9
727,Brnaba,Yate,470-997-6468,ZA,58
728,Darcey,Butten,434-544-9078,CN,66
729,Nananne,Rattrie,100-750-5114,CN,46
730,Debee,Sollett,966-891-2032,MK,13
731,Olav,Duesbury,979-688-2572,ID,17
732,Cass,Solan,229-171-0077,FR,75
733,Minne,Frowde,167-364-6447,RU,73
734,Ruby,Marshman,408-583-9308,CA,37
735,Lainey,Lemerle,744-426-0447,ZA,99
736,Christin,Najara,413-998-5864,CN,7
737,Hort,Snashall,692-593-3329,CN,58
738,Brendon,Goodison,484-576-0495,CO,10
739,Lissi,Cabane,468-373-6494,BO,52
740,Merwin,Heathfield,489-411-4281,MX,79
741,Godfry,Coleshill,610-769-9775,GR,78
742,Janey,Philpots,264-777-8957,RU,51
743,Benito,Skeat,354-497-7659,BR,69
744,Mick,Scotson,783-792-8959,CO,50
745,Neall,Bolino,318-187-8909,US,46
746,Kristoffer,Mager,391-972-8736,ES,69
747,Leicester,Vossgen,489-529-7505,ID,51
748,Arley,Kidds,792-446-1752,PL,12
749,Findlay,Copner,917-723-2285,PH,72
750,Asia,Oddy,332-760-8281,CN,98
751,Brennan,Kelk,205-336-3469,PL,75
752,Ilyssa,Barwise,936-208-5501,UA,53
753,Flore,Carvell,821-952-2302,ID,81
754,Devinne,Mainwaring,811-813-8324,CN,22
755,Pierette,Willets,476-843-5537,CN,89
756,Nevin,Bullocke,450-312-4844,PH,44
757,Peta,Loding,527-855-4104,PH,25
758,Malachi,Waldie,844-283-2430,EC,61
759,Kai,Broxholme,518-837-1417,TZ,91
760,Isak,Bartles,626-202-9719,AZ,9
761,Wayne,Percival,543-195-1881,PH,24
762,Mitchel,Blofeld,141-388-2848,SY,41
763,Gibby,Lyne,835-878-2807,PH,1
764,Jacquette,Peeke,371-588-3152,PH,21
765,Mordecai,Perelli,696-794-6156,SD,13
766,Regen,Dumbellow,553-289-7613,SI,66
767,Edgardo,Ellerman,387-357-1034,BR,84
768,Britteny,Keizman,876-432-7889,SD,28
769,Christine,Dumberrill,955-666-7677,CN,78
770,Suzette,Dineen,463-218-7967,ID,34
771,Corri,Scotson,961-210-9311,CN,65
772,Douglass,Skellon,887-551-1078,UA,16
773,Correy,Bonde,209-875-6874,CN,23
774,Raffarty,Santacrole,341-640-8926,PT,79
775,Nerta,Hurles,717-183-8857,BG,30
776,Philbert,Bolderson,921-188-7382,TJ,43
777,Eadmund,Kinchlea,878-985-0376,CN,19
778,Maurita,Waddilow,577-565-6485,CN,70
779,Felipe,Coventry,617-741-6770,PL,7
780,Scot,Mahaffey,148-353-6321,WS,91
781,Marshall,Mathews,705-234-6581,CN,79
782,Patsy,Duesbury,941-858-4558,CN,28
783,Drake,MacKey,818-486-6082,VE,54
784,Deb,Hanfrey,946-847-2880,MY,6
785,Kara-lynn,Alexandersson,794-367-1707,TJ,87
786,Magdalen,MacAvddy,625-648-6061,PT,71
787,Flin,Julyan,418-460-4368,FR,10
788,Caddric,Ravenscraft,635-721-9244,CN,76
789,Almeta,Primrose,607-314-1086,FR,72
790,Glendon,Pickerill,828-308-3705,ID,81
791,Merrielle,Gaish,954-527-4996,ID,76
792,Artair,Titterrell,513-707-4693,NG,37
793,Arri,Wilcocks,647-143-8771,RU,25
794,Merle,Bielefeld,520-359-0143,PH,29
795,Ashien,Hoff,462-674-3167,AR,63
796,Curr,Aslet,842-988-1209,GT,97
797,Barnabas,Sabater,833-740-5722,ID,63
798,Maure,Genney,805-955-5626,FI,27
799,Tanner,Greneham,740-531-7440,CZ,28
800,Claudette,Chsteney,432-835-0739,NO,29
801,Armand,Brunesco,325-638-0965,UA,64
802,Aggi,Caurah,342-374-3666,ID,23
803,Dorette,Callinan,935-789-6442,CN,31
804,Pauli,Wanden,365-645-2053,PH,32
805,Finley,Welton,419-407-7630,TV,74
806,Nesta,Solman,631-800-5061,RU,45
807,Larina,Lott,938-431-5023,PT,27
808,Rochell,Bumphries,320-440-8256,CA,32
809,Jarid,Murrish,329-671-9028,CN,24
810,Klara,Kinson,754-620-2532,HN,79
811,Jay,Wrought,597-755-8148,BR,73
812,Clyve,Bascombe,957-499-8326,AR,93
813,Aldous,Mordon,779-610-6061,PH,77
814,Morrie,Massimo,899-664-0971,PL,30
815,Korie,Mayho,180-588-0238,CZ,44
816,Marcille,Slogrove,510-403-2776,PE,86
817,Billye,Dannett,396-744-5141,BR,81
818,Koralle,Kippins,913-126-6382,US,100
819,Lenka,Feldharker,673-196-5456,CA,37
820,Georas,Standish-Brooks,750-586-0726,PH,59
821,Tamqrah,Olivie,350-468-5787,RU,76
822,Valentine,Mc Carrick,860-517-0559,SE,45
823,Gates,Harryman,705-395-4565,CN,60
824,Freida,Jarmyn,352-359-6792,FR,65
825,Dwayne,Kabsch,495-103-1293,AR,57
826,Cordula,Deinert,826-620-9444,ID,61
827,Kamila,Whorall,455-198-6994,HR,39
828,Consuelo,Borrows,457-955-6284,CN,96
829,Zacherie,Potkins,347-565-0118,CN,61
830,Brana,Hinken,202-856-3927,RS,65
831,Gerard,Pessler,375-631-5140,PH,84
832,Niki,Schuler,728-853-1973,SE,81
833,Gabi,De la Yglesia,515-544-6052,CN,5
834,Maren,Barizeret,760-965-4158,RU,9
835,Regan,Goulter,559-721-2326,ZA,63
836,Adrienne,Thames,949-996-6179,PL,15
837,Wyn,Benford,319-745-2559,US,22
838,Cully,Spreckley,178-395-2262,SE,43
839,Melinde,MacKeever,566-586-4858,KZ,31
840,Tanny,Cantero,976-929-5387,HN,85
841,Hagen,Yeudall,642-701-3878,PH,28
842,Veronique,Labrom,597-912-9871,CZ,26
843,Con,MacIntosh,746-917-5424,RU,26
844,Garry,Cartwright,539-557-8402,MK,54
845,Alethea,Ricket,735-697-5281,RU,1
846,Obed,Antoshin,650-682-5076,PT,10
847,Ermentrude,Slayny,308-363-8315,UA,33
848,Clair,Peasegood,781-948-6347,ID,14
849,Barnaby,Perrin,241-586-5029,CY,78
850,Cara,Elmore,202-504-8232,CN,30
851,Darren,Maidstone,668-673-5265,CN,71
852,Cathee,Yarrow,544-393-5320,UZ,75
853,Pietra,MacKettrick,686-151-2692,KM,33
854,Elwin,Darwood,155-656-0880,ET,37
855,Alessandro,Ridout,610-101-7771,IR,61
856,Yulma,Dugue,623-837-7825,YE,47
857,Nye,Buxsey,131-142-8883,SE,26
858,Glennie,Palin,279-351-5037,PE,78
859,Ysabel,Aynsley,553-756-3890,ZA,86
860,Sandor,McCard,619-270-4264,US,76
861,Jacqueline,Le Sieur,820-623-6758,GU,21
862,Dorita,Muat,763-395-6707,NO,17
863,Abbye,Crunkhorn,267-951-1855,AR,98
864,Phillida,Gwillym,494-303-7901,AR,95
865,Alecia,Whilde,845-682-7714,CO,45
866,Glendon,Mercik,255-772-2173,ID,28
867,Mirabella,Constanza,790-595-8134,MK,31
868,Eada,Antonomoli,270-992-6311,CN,16
869,Robbi,Bodle,719-185-8667,PT,69
870,Sibelle,Puleque,554-450-1153,IR,53
871,Pearce,Barnewall,183-691-6566,RU,96
872,Gretchen,Ivkovic,608-601-4305,PH,92
873,Brod,Bosch,448-561-4088,PH,62
874,Koenraad,Jevons,443-520-4922,BA,20
875,Tann,Twitchings,442-831-3170,BG,28
876,Thacher,Bedford,203-288-1648,US,94
877,Haleigh,Chsteney,700-504-2241,CZ,37
878,Clemente,Risebarer,419-533-0025,IE,33
879,Rori,Carlton,687-605-8155,PH,50
880,Leela,Bothwell,811-719-1125,ID,19
881,Karrie,Brockherst,667-498-3933,CN,5
882,Beth,Bowmen,507-330-6591,CN,59
883,Riley,Parkyn,784-926-4094,CN,34
884,Whit,Kasbye,143-519-4513,BR,63
885,Margo,Thorneywork,119-287-2343,PL,92
886,Sullivan,Sivewright,663-130-8870,PL,77
887,Martin,Cluet,857-377-1740,LK,7
888,Eleni,Laurenzi,328-385-3582,CN,44
889,Odie,Streatley,998-482-4398,BR,37
890,Shaylyn,Minot,535-935-7746,BY,82
891,Ellyn,Cleminshaw,713-918-4628,CN,63
892,Martita,Whinray,323-874-3918,PT,5
893,Crissy,Bloxholm,225-201-2989,FR,4
894,Abbye,De Ambrosis,965-294-2312,TD,58
895,Lauraine,Attenbrough,698-942-6524,PT,94
896,Philomena,Kelle,531-544-0496,GR,83
897,Batsheva,Deniset,116-113-4581,PH,68
898,Abby,McIlwraith,142-617-4782,LV,13
899,Brew,Janas,432-549-9595,CN,78
900,Myrah,Conroy,132-930-3272,GR,18
901,Barret,Beacroft,821-475-4131,AL,97
902,Nealson,Sarra,241-431-9264,PA,15
903,Zacharias,Ferronet,580-904-8480,ID,47
904,Michelle,Lehrahan,480-839-4616,JP,78
905,Judah,Benet,856-809-4113,MX,35
906,Aldridge,Baack,101-858-4932,CN,81
907,Dino,O'Noulane,577-446-9027,YT,32
908,Nicolle,Seward,154-849-5110,UA,56
909,Leigh,Thamelt,221-241-8898,IR,20
910,Georas,Romaynes,932-506-4511,PT,4
911,Lynnelle,Blazey,996-825-6484,GR,71
912,Abbot,Rofe,964-669-2593,EG,19
913,Bennie,Lafuente,220-472-7285,KZ,57
914,Morten,Merida,244-973-3720,ID,83
915,Cherry,Walls,873-713-0355,AR,100
916,Dillie,Livard,238-275-2220,EC,69
917,Tyson,Vollam,838-324-9313,IR,83
918,Ilka,Crowhurst,964-400-4263,RU,50
919,Arlinda,Twigger,405-190-8958,MX,80
920,Felike,Lusher,761-286-3349,FR,24
921,Glyn,Shea,523-422-9201,CN,22
922,Tabby,Clayill,828-507-6931,CA,22
923,Vick,Dwyr,570-980-0869,CZ,100
924,Fran,MacGray,851-374-8701,CZ,46
925,Nealy,Sallier,983-264-3263,CN,57
926,Giusto,Fleisch,964-146-3019,AF,40
927,Fan,Kleinstub,521-822-3661,CN,76
928,Shelley,Kording,625-377-8928,PH,96
929,Inger,Melvin,310-873-0513,GB,80
930,Marlon,Wilcot,958-191-4686,ET,40
931,Barrie,Krzyzanowski,388-563-9201,MD,79
932,Mariellen,Purviss,686-431-5379,UA,14
933,Ange,MacDonell,645-734-7858,UA,17
934,Kerri,Brewett,330-513-4443,CZ,87
935,Dylan,Corp,972-919-1536,UA,46
936,Norman,Crosham,288-343-6316,MY,26
937,Hagan,Blaskett,846-755-0128,RS,18
938,Inger,Paddison,591-914-5040,MY,53
939,Minnie,Bosson,926-619-5233,SE,15
940,Carmon,Helling,793-957-2539,MX,72
941,Anita,McMurty,636-861-6784,TD,61
942,Effie,Osgorby,556-679-5890,ID,39
943,Paton,Casaletto,110-444-0370,BR,59
944,Bronson,Grimm,987-920-7196,PH,52
945,Mitchell,Hebard,733-428-4905,CN,67
946,Bobine,Greenhouse,183-916-3818,BR,41
947,Shina,McNeachtain,592-110-7167,RU,86
948,Moria,Bril,333-375-3823,ID,89
949,Jecho,Forster,845-302-5247,CN,83
950,Parsifal,Ettery,596-238-7256,PS,91
951,Alasdair,Holdworth,605-954-4657,BR,60
952,Brittney,Freke,489-711-5543,AR,87
953,Lavinia,Hendron,201-370-7991,CN,81
954,Lacey,Burdfield,421-581-9887,CO,38
955,Quinn,Kewzick,182-181-1231,CN,41
956,Meridith,Blackley,842-483-7302,FI,97
957,Chandal,Agg,695-513-6646,PH,42
958,Dudley,Turbayne,922-154-7789,IS,29
959,Alan,Sanger,236-507-9692,FR,12
960,Leigh,Bowller,510-353-7950,CN,1
961,Aili,MacBey,483-490-0864,CN,53
962,Claudius,Berrey,174-352-7572,PE,82
963,Wadsworth,Blockwell,416-170-7030,SE,74
964,Giuditta,Springham,279-915-5955,CN,36
965,Babb,Labarre,113-487-5358,ID,22
966,Danya,Sevin,789-438-5418,CN,78
967,Wilburt,Lapre,255-878-0209,ID,8
968,Massimo,Fernandez,877-285-3144,KZ,64
969,Jasmin,de la Valette Parisot,435-289-5020,DO,8
970,Alphonso,Jeratt,421-339-6963,ID,6
971,Derry,Karel,836-186-6822,CN,10
972,Valentine,Hansley,984-784-4124,CN,70
973,Brynn,Cornelleau,440-331-6682,RU,11
974,Myranda,Corneck,248-579-4343,ID,43
975,Tomlin,Last,480-445-9001,VN,50
976,Barnard,Saller,242-423-6180,CN,43
977,Tedi,Labin,102-633-7267,MX,87
978,Hedwig,Heifer,663-561-7991,PH,56
979,Robinette,Cordobes,370-651-2155,DO,53
980,Jeralee,Jahan,153-801-7650,NG,87
981,Powell,Scowcraft,965-132-0916,CI,91
982,Pearline,Alyutin,224-489-7810,MK,79
983,Ricard,Runge,381-641-2405,RU,40
984,Nadya,Skamell,209-394-1844,ID,2
985,Teodor,Davers,986-463-5053,ID,90
986,Anny,Rogerson,884-199-7991,BR,64
987,Wallis,Ancell,851-448-3632,ID,66
988,Orel,Linden,756-571-4843,HN,8
989,Kristel,MacNeill,556-611-1388,ID,44
990,Jana,Hands,223-375-0268,CN,21
991,Saba,Graalmans,818-188-9728,CN,97
992,Sylvester,Hunday,344-407-2070,RU,63
993,Gabriele,Brodley,672-155-8459,CN,86
994,Carley,Emanuele,332-516-7468,CN,74
995,Jodi,Geekie,160-985-1706,PT,99
996,Jewel,Ezzy,893-580-8793,RU,5
997,Manfred,Halpine,119-412-6404,AL,14
998,Marchall,Hickford,127-344-3473,TW,5
999,Eric,Seilmann,314-152-3617,SE,21
1000,Cecilia,Gallihawk,853-595-3566,FR,29
